trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation
go,sst_images/Right_Arrow.bmp,,2,802,
go,sst_images/Left_Arrow.bmp,,1,798,
go,sst_images/Right_Arrow.bmp,,2,961,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,753,
go,sst_images/Right_Arrow.bmp,,2,1378,
go,sst_images/Left_Arrow.bmp,,1,723,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,701,
go,sst_images/Left_Arrow.bmp,,1,1378,
go,sst_images/Right_Arrow.bmp,,2,1670,
go,sst_images/Right_Arrow.bmp,,2,836,
go,sst_images/Left_Arrow.bmp,,1,809,
go,sst_images/Right_Arrow.bmp,,2,828,
go,sst_images/Left_Arrow.bmp,,1,825,
go,sst_images/Right_Arrow.bmp,,2,735,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,
go,sst_images/Left_Arrow.bmp,,1,853,
go,sst_images/Right_Arrow.bmp,,2,869,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1088,
go,sst_images/Left_Arrow.bmp,,1,767,
go,sst_images/Right_Arrow.bmp,,2,724,
go,sst_images/Left_Arrow.bmp,,1,1377,
go,sst_images/Right_Arrow.bmp,,2,817,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1335,
go,sst_images/Left_Arrow.bmp,,1,1260,
go,sst_images/Right_Arrow.bmp,,2,935,
go,sst_images/Right_Arrow.bmp,,2,989,
go,sst_images/Left_Arrow.bmp,,1,853,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,763,
go,sst_images/Left_Arrow.bmp,,1,798,
go,sst_images/Left_Arrow.bmp,,1,719,
go,sst_images/Right_Arrow.bmp,,2,763,
go,sst_images/Left_Arrow.bmp,,1,807,
go,sst_images/Left_Arrow.bmp,,1,787,
go,sst_images/Left_Arrow.bmp,,1,998,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,821,
go,sst_images/Right_Arrow.bmp,,2,828,
go,sst_images/Left_Arrow.bmp,,1,1151,
go,sst_images/Left_Arrow.bmp,,1,1240,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,755,
go,sst_images/Right_Arrow.bmp,,2,756,
go,sst_images/Right_Arrow.bmp,,2,717,
go,sst_images/Left_Arrow.bmp,,1,768,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,845,
go,sst_images/Right_Arrow.bmp,,2,802,
go,sst_images/Left_Arrow.bmp,,1,755,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,928,
go,sst_images/Left_Arrow.bmp,,1,918,
go,sst_images/Right_Arrow.bmp,,2,806,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,935,
go,sst_images/Left_Arrow.bmp,,1,733,
go,sst_images/Right_Arrow.bmp,,2,866,
go,sst_images/Left_Arrow.bmp,,1,799,
go,sst_images/Right_Arrow.bmp,,2,777,
go,sst_images/Right_Arrow.bmp,,2,757,
go,sst_images/Left_Arrow.bmp,,1,821,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,875,
go,sst_images/Right_Arrow.bmp,,2,798,
go,sst_images/Left_Arrow.bmp,,1,766,
go,sst_images/Right_Arrow.bmp,,2,1905,
go,sst_images/Left_Arrow.bmp,,1,1028,
go,sst_images/Right_Arrow.bmp,,2,1093,
go,sst_images/Left_Arrow.bmp,,1,718,
go,sst_images/Left_Arrow.bmp,,1,934,
go,sst_images/Right_Arrow.bmp,,2,926,
go,sst_images/Left_Arrow.bmp,,1,802,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,763,
go,sst_images/Right_Arrow.bmp,,2,730,
go,sst_images/Right_Arrow.bmp,,2,773,
go,sst_images/Right_Arrow.bmp,,2,727,
go,sst_images/Left_Arrow.bmp,,1,879,
go,sst_images/Right_Arrow.bmp,,2,762,
go,sst_images/Right_Arrow.bmp,,2,727,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1240,
go,sst_images/Left_Arrow.bmp,,1,954,
go,sst_images/Right_Arrow.bmp,,2,779,
go,sst_images/Right_Arrow.bmp,,2,870,
go,sst_images/Right_Arrow.bmp,,2,978,
go,sst_images/Left_Arrow.bmp,,1,859,
go,sst_images/Right_Arrow.bmp,,2,728,
go,sst_images/Left_Arrow.bmp,,1,800,
go,sst_images/Right_Arrow.bmp,,2,721,5648
