trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation
go,sst_images/Left_Arrow.bmp,,1,1165,
go,sst_images/Right_Arrow.bmp,,2,905,
go,sst_images/Right_Arrow.bmp,,2,871,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,732,
go,sst_images/Left_Arrow.bmp,,1,881,
go,sst_images/Right_Arrow.bmp,,2,1183,
go,sst_images/Left_Arrow.bmp,,1,1671,
go,sst_images/Right_Arrow.bmp,,2,1080,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,832,
go,sst_images/Right_Arrow.bmp,,2,1179,
go,sst_images/Left_Arrow.bmp,,1,1000,
go,sst_images/Right_Arrow.bmp,,2,1226,
go,sst_images/Left_Arrow.bmp,,1,769,
go,sst_images/Right_Arrow.bmp,,2,880,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,719,
go,sst_images/Left_Arrow.bmp,,1,758,
go,sst_images/Right_Arrow.bmp,,2,717,
go,sst_images/Right_Arrow.bmp,,2,837,
go,sst_images/Left_Arrow.bmp,,1,732,
go,sst_images/Left_Arrow.bmp,,1,1130,
go,sst_images/Right_Arrow.bmp,,2,1418,
go,sst_images/Right_Arrow.bmp,,2,813,
go,sst_images/Right_Arrow.bmp,,2,1396,
go,sst_images/Left_Arrow.bmp,,1,1044,
go,sst_images/Left_Arrow.bmp,,1,926,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1671,
go,sst_images/Right_Arrow.bmp,,2,780,
go,sst_images/Left_Arrow.bmp,,1,818,
go,sst_images/Right_Arrow.bmp,,2,828,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,
go,sst_images/Left_Arrow.bmp,,1,871,
go,sst_images/Right_Arrow.bmp,,2,822,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,719,
go,sst_images/Left_Arrow.bmp,,1,718,
go,sst_images/Left_Arrow.bmp,,1,719,
go,sst_images/Left_Arrow.bmp,,1,1303,
go,sst_images/Right_Arrow.bmp,,2,702,
go,sst_images/Left_Arrow.bmp,,1,767,
go,sst_images/Right_Arrow.bmp,,2,766,
go,sst_images/Right_Arrow.bmp,,2,807,
go,sst_images/Left_Arrow.bmp,,1,852,
go,sst_images/Right_Arrow.bmp,,2,865,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,713,
go,sst_images/Right_Arrow.bmp,,2,816,
go,sst_images/Left_Arrow.bmp,,1,714,
go,sst_images/Left_Arrow.bmp,,1,1238,
go,sst_images/Right_Arrow.bmp,,2,779,
go,sst_images/Right_Arrow.bmp,,2,709,
go,sst_images/Left_Arrow.bmp,,1,888,
go,sst_images/Right_Arrow.bmp,,2,760,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,993,
go,sst_images/Left_Arrow.bmp,,1,713,
go,sst_images/Right_Arrow.bmp,,2,722,
go,sst_images/Left_Arrow.bmp,,1,886,
go,sst_images/Right_Arrow.bmp,,2,767,
go,sst_images/Left_Arrow.bmp,,1,719,
go,sst_images/Right_Arrow.bmp,,2,1132,
go,sst_images/Left_Arrow.bmp,,1,962,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1371,
go,sst_images/Right_Arrow.bmp,,2,1613,
go,sst_images/Left_Arrow.bmp,,1,1000,
go,sst_images/Right_Arrow.bmp,,2,770,
go,sst_images/Right_Arrow.bmp,,2,756,
go,sst_images/Left_Arrow.bmp,,1,2000,
go,sst_images/Left_Arrow.bmp,,1,971,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,777,
go,sst_images/Left_Arrow.bmp,,1,1146,
go,sst_images/Right_Arrow.bmp,,2,819,
go,sst_images/Left_Arrow.bmp,,1,1136,
go,sst_images/Left_Arrow.bmp,,1,1050,
go,sst_images/Left_Arrow.bmp,,1,1246,
go,sst_images/Right_Arrow.bmp,,2,871,
go,sst_images/Left_Arrow.bmp,,1,754,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,940,
go,sst_images/Left_Arrow.bmp,,1,862,
go,sst_images/Right_Arrow.bmp,,2,720,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,753,
go,sst_images/Right_Arrow.bmp,,2,993,
go,sst_images/Left_Arrow.bmp,,1,869,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,700,
go,sst_images/Right_Arrow.bmp,,2,777,
go,sst_images/Left_Arrow.bmp,,1,740,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1050,
go,sst_images/Left_Arrow.bmp,,1,719,
go,sst_images/Right_Arrow.bmp,,2,758,
go,sst_images/Left_Arrow.bmp,,1,757,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,818,
go,sst_images/Right_Arrow.bmp,,2,708,
go,sst_images/Left_Arrow.bmp,,1,795,
go,sst_images/Right_Arrow.bmp,,2,1260,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,866,
go,sst_images/Right_Arrow.bmp,,2,736,
go,sst_images/Left_Arrow.bmp,,1,717,
go,sst_images/Right_Arrow.bmp,,2,945,
go,sst_images/Left_Arrow.bmp,,1,768,
go,sst_images/Right_Arrow.bmp,,2,810,
go,sst_images/Left_Arrow.bmp,,1,860,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,753,
go,sst_images/Right_Arrow.bmp,,2,705,
go,sst_images/Left_Arrow.bmp,,1,707,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,809,
go,sst_images/Left_Arrow.bmp,,1,715,
go,sst_images/Right_Arrow.bmp,,2,778,
go,sst_images/Left_Arrow.bmp,,1,948,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,940,
go,sst_images/Right_Arrow.bmp,,2,716,
go,sst_images/Right_Arrow.bmp,,2,1237,
go,sst_images/Right_Arrow.bmp,,2,892,
go,sst_images/Left_Arrow.bmp,,1,1370,
go,sst_images/Right_Arrow.bmp,,2,1371,
go,sst_images/Right_Arrow.bmp,,2,943,
go,sst_images/Left_Arrow.bmp,,1,940,
go,sst_images/Right_Arrow.bmp,,2,848,
go,sst_images/Right_Arrow.bmp,,2,709,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,940,
go,sst_images/Right_Arrow.bmp,,2,1271,
go,sst_images/Left_Arrow.bmp,,1,711,
go,sst_images/Right_Arrow.bmp,,2,786,
go,sst_images/Left_Arrow.bmp,,1,721,
go,sst_images/Right_Arrow.bmp,,2,1632,2444
