trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation
go,sst_images/Left_Arrow.bmp,,1,797,
go,sst_images/Right_Arrow.bmp,,2,789,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,757,
go,sst_images/Left_Arrow.bmp,,1,729,
go,sst_images/Left_Arrow.bmp,,1,1020,
go,sst_images/Right_Arrow.bmp,,2,848,
go,sst_images/Left_Arrow.bmp,,1,1726,
go,sst_images/Right_Arrow.bmp,,2,789,
go,sst_images/Right_Arrow.bmp,,2,704,
go,sst_images/Right_Arrow.bmp,,2,789,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,724,
go,sst_images/Left_Arrow.bmp,,1,1048,
go,sst_images/Right_Arrow.bmp,,2,754,
go,sst_images/Right_Arrow.bmp,,2,1285,
go,sst_images/Left_Arrow.bmp,,1,992,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,797,
go,sst_images/Right_Arrow.bmp,,2,1200,
go,sst_images/Right_Arrow.bmp,,2,763,
go,sst_images/Right_Arrow.bmp,,2,785,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,995,
go,sst_images/Left_Arrow.bmp,,1,1323,
go,sst_images/Right_Arrow.bmp,,2,718,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,814,
go,sst_images/Left_Arrow.bmp,,1,729,
go,sst_images/Right_Arrow.bmp,,2,832,5846
