trial_type	arrow_1	arrow_2	corrAns	jitter	run_end_fixation	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	randomized TrialOrder	key_response.keys	key_response.corr	key_response.rt	trial_t.routineEndVal	ss_delay	iti_duration	SOA	participant	prac_or_scan	handedness	run	date	expName	psychopyVersion	frameRate	Unnamed: 26	onset	duration	amplitude
correct_go	sst_images/Left_Arrow.bmp	None	1	872	None	0	20	20	20		1	1	0.6032157020017621	go	0.25	0.872	1.872	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		40.9481	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	820	None	0	21	21	21		2	1	0.4599664560009842	go	0.25	0.82	1.82	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		42.84009999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	702	None	0	22	22	22		1	1	0.4123524610004097	go	0.25	0.7020000000000001	1.702	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		44.69029999999999	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	833	None	0	23	23	23		2	1	0.4120979819999775	go	0.25	0.833	1.8330000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		46.4072	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	795	None	0	24	24	24		1	1	0.3695585069981462	go	0.25	0.795	1.795	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		48.2654	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	846	None	0	25	25	25		2	1	0.3777627630006464	go	0.25	0.846	1.8459999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		50.0898	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	707	None	0	26	26	26		2	1	0.6265350169996964	go	0.25	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		51.958	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	811	None	0	27	27	27		1	1	0.6125560090004001	go	0.25	0.8109999999999999	1.811	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		53.69069999999999	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	804	None	0	29	29	29		2	1	0.42109952400278416	go	0.2	0.804	1.804	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		57.58109999999999	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	741	None	0	30	30	30		2	1	0.4769763170006627	go	0.2	0.741	1.7409999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		59.409800000000004	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	889	None	0	31	31	31		1	1	0.374283794000803	go	0.2	0.889	1.889	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		61.1773	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	765	None	0	32	32	32		None	1		stop	0.25	0.765	1.765	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		63.11579999999999	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1191	None	0	33	33	33		2	1	0.4435471479991975	go	0.25	1.1909999999999998	2.191	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		64.9265	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1158	None	0	34	34	34		1	1	0.3767331449998892	go	0.25	1.158	2.158	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		67.1441	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1121	None	0	36	36	36		1	1	0.7103275000008579	go	0.2	1.121	2.121	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		71.2099	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	728	None	0	38	38	38		2	1	0.7272391710030206	go	0.15000000000000002	0.728	1.7280000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		75.394	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	812	None	0	39	39	39		2	1	0.6060778690007282	go	0.15000000000000002	0.812	1.8119999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		77.1458	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	836	None	0	40	40	40		1	1	0.6426441309995425	go	0.15000000000000002	0.836	1.836	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		78.97749999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	894	None	0	41	41	41		1	1	0.6930307309994532	go	0.15000000000000002	0.894	1.894	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		80.8453	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	714	None	0	42	42	42		None	1		stop	0.2	0.7140000000000001	1.7139999999999995	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		82.7783	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	719	None	0	43	43	43		2	1	0.4104622259983444	go	0.2	0.7190000000000001	1.719	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		84.5281	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	707	None	0	44	44	44		1	1	0.5594742660032352	go	0.2	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		86.27929999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	787	None	0	45	45	45		1	1	0.6417960959988704	go	0.2	0.787	1.787	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		88.01219999999999	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	767	None	0	46	46	46		None	1		stop	0.25	0.767	1.767	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		89.8456	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	783	None	0	47	47	47		2	1	0.4595018940017326	go	0.25	0.7829999999999999	1.7830000000000001	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		91.6629	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	743	None	0	48	48	48		2	1	0.4261475530001917	go	0.25	0.743	1.743	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		93.47940000000001	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	752	None	0	49	49	49		2	1	0.441848309001216	go	0.25	0.752	1.7519999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		95.2478	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1510	None	0	51	51	51		1	1	0.6580755079994561	go	0.2	1.51	2.51	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		99.29709999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1441	None	0	52	52	52		1	1	0.7590977740001108	go	0.2	1.4409999999999998	2.441	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		101.83059999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	774	None	0	53	53	53		1	1	0.5552344850002555	go	0.2	0.774	1.774	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		104.2982	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1033	None	0	54	54	54		2	1	0.9718687770000544	go	0.2	1.033	2.033	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		106.09779999999999	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	868	None	0	55	55	55		None	1		stop	0.25	0.868	1.868	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		108.1666	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	836	None	0	56	56	56		2	1	0.5367588310000428	go	0.25	0.836	1.836	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		110.06500000000001	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	713	None	0	57	57	57		1	1	0.4678163839998888	go	0.25	0.713	1.713	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		111.9319	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	707	None	0	58	58	58		1	1	0.5240150850004284	go	0.25	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		113.66539999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	878	None	0	59	59	59		1	1	0.6870795750000981	go	0.25	0.878	1.878	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		115.39890000000001	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	851	None	0	60	60	60		2	1	0.6195282769986079	go	0.25	0.851	1.851	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		117.2992	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1008	None	0	61	61	61		1	1	0.7214959019984235	go	0.25	1.008	2.008	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		119.18239999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1763	None	0	62	62	62		1	1	0.5045170739977038	go	0.25	1.7630000000000001	2.763	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		121.2163	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	714	None	0	63	63	63		2	1	0.5212794100007159	go	0.25	0.7140000000000001	1.714	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		124.0165	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1009	None	0	64	64	64		2	1	0.8509619230026146	go	0.25	1.0090000000000001	2.009	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		125.76709999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1274	None	0	65	65	65		1	1	0.5203632229968207	go	0.25	1.274	2.274	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		127.80049999999999	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1357	None	0	67	67	67		2	1	0.4729911430003994	go	0.2	1.357	2.3569999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		131.9341	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	707	None	0	68	68	68		1	1	0.5366827780017047	go	0.2	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		134.31810000000002	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	735	None	0	69	69	69		2	1	0.9566046869986168	go	0.2	0.735	1.735	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		136.0519	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	707	None	0	70	70	70		None	1		stop	0.25	0.7070000000000001	1.707	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		137.81849999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	796	None	0	71	71	71		2	1	0.4888762640002824	go	0.25	0.7959999999999999	1.796	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		139.5686	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	798	None	0	72	72	72		1	1	0.5396242799979518	go	0.25	0.7979999999999999	1.798	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		141.38580000000002	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	705	None	0	73	73	73		2	1	0.7061220270006743	go	0.25	0.705	1.705	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		143.2192	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	802	None	0	74	74	74		1	1	0.7056207429995993	go	0.25	0.802	1.8019999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		144.95260000000002	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	912	None	0	76	76	76		2	1	0.7689276089986379	go	0.2	0.912	1.912	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		149.70370000000003	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	752	None	0	77	77	77		1	1	0.4044017230007739	go	0.2	0.752	1.7519999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		151.63690000000003	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	868	None	0	78	78	78		2	1	0.7059348709990445	go	0.2	0.868	1.868	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		153.42020000000002	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	719	None	0	79	79	79		None	1		stop	0.25	0.7190000000000001	1.719	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		155.3374	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	789	None	0	80	80	80		2	1	0.7377454990019032	go	0.25	0.789	1.789	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		157.10430000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	745	None	0	81	81	81		1	1	0.5726091020005697	go	0.25	0.745	1.745	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		158.9214	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	796	None	0	82	82	82		1	1	0.8218748850013071	go	0.25	0.7959999999999999	1.796	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		160.6884	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1025	None	0	83	83	83		2	1	0.5364359820014215	go	0.25	1.025	2.025	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		162.5059	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	737	None	0	84	84	84		None	1		stop	0.3	0.737	1.737	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		164.55540000000002	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	915	None	0	85	85	85		2	1	0.5028445809984987	go	0.3	0.915	1.915	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		166.32209999999998	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	882	None	0	86	86	86		2	1	0.6709801299984974	go	0.3	0.882	1.882	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		168.28949999999998	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	704	None	0	87	87	87		1	1	0.6870226760001971	go	0.3	0.7040000000000001	1.704	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		170.2056	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	707	None	0	88	88	88		None	1		stop	0.35	0.7070000000000001	1.7069999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		171.95620000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1357	None	0	89	89	89		1	1	0.8213097219995689	go	0.35	1.357	2.3569999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		173.69	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	740	None	0	90	90	90		2	1	0.5207454429983045	go	0.35	0.74	1.74	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		176.07350000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1198	None	0	91	91	91		1	1	0.7381322389992421	go	0.35	1.198	2.198	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		177.8394	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1899	None	0	92	92	92		2	1	0.5047349870001199	go	0.35	1.899	2.8989999999999996	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		180.07319999999999	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1871	None	0	93	93	93		1	1	0.537310747000447	go	0.35	1.871	2.8710000000000004	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		183.00670000000002	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1095	None	0	94	94	94		2	1	0.4706974779983284	go	0.35	1.095	2.095	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		185.9071	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	790	None	0	95	95	95		1	1	0.4544650209973042	go	0.35	0.79	1.79	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		188.04070000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1633	None	0	96	96	96		1	1	0.6541355970002769	go	0.35	1.633	2.633	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		189.8573	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	791	None	0	97	97	97		1	1	0.7854821290020482	go	0.35	0.7909999999999999	1.791	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		192.5077	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	750	None	0	98	98	98		2	1	0.5552403420006158	go	0.35	0.75	1.75	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		194.32389999999998	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	748	None	0	100	100	100		1	1	0.5197604400018463	go	0.3	0.748	1.7480000000000002	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		198.0247	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1219	None	0	101	101	101		2	1	0.7054311730025802	go	0.3	1.219	2.2190000000000003	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		199.80720000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	706	None	0	103	103	103		1	1	0.6542666040004406	go	0.3	0.706	1.706	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		204.0082	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1313	None	0	105	105	105		2	1	0.8185781380016124	go	0.25	1.3130000000000002	2.313	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		207.5256	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	869	None	0	106	106	106		2	1	0.8039844459999586	go	0.25	0.8690000000000001	1.869	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		209.8759	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	862	None	0	107	107	107		1	1	0.5037545290033449	go	0.25	0.862	1.8619999999999999	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		211.77499999999998	1	1
correct_stop	sst_images/Left_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	894	None	0	108	108	108		None	1		stop	0.3	0.894	1.8940000000000001	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		213.67540000000002	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	1016	None	0	109	109	109		1	1	0.9210526999995636	go	0.3	1.016	2.016	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		215.62580000000003	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	929	None	0	110	110	110		2	1	0.4874821980010893	go	0.3	0.929	1.929	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		217.67589999999996	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	1181	None	0	112	112	112		2	1	0.9698131270015438	go	0.25	1.181	2.181	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		221.44309999999996	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	747	None	0	113	113	113		1	1	0.8861975359977805	go	0.25	0.747	1.747	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		223.65999999999997	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	742	None	0	114	114	114		2	1	0.9375543339992872	go	0.25	0.742	1.742	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		225.4434	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	702	None	0	116	116	116		1	1	0.4856414499990933	go	0.2	0.7020000000000001	1.702	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		229.06009999999998	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	922	None	0	117	117	117		2	1	0.6025494639980025	go	0.2	0.922	1.922	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		230.79319999999996	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	959	None	0	118	118	118		1	1	0.9205760810000356	go	0.2	0.9590000000000001	1.959	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		232.74379999999996	1	1
correct_stop	sst_images/Right_Arrow.bmp	sst_images/Stop_Arrow.bmp	none	758	None	0	119	119	119		None	1		stop	0.25	0.758	1.758	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		234.74379999999996	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	760	None	0	120	120	120		2	1	0.7376784070002032	go	0.25	0.76	1.76	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		236.52749999999997	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	702	None	0	121	121	121		1	1	0.4708354810027231	go	0.25	0.7020000000000001	1.702	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		238.31039999999996	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	879	None	0	122	122	122		2	1	0.5681279109994648	go	0.25	0.879	1.879	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		240.0442	1	1
correct_go	sst_images/Left_Arrow.bmp	None	1	701	None	0	123	123	123		1	1	0.5368435500022315	go	0.25	0.701	1.7009999999999998	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		241.96029999999996	1	1
correct_go	sst_images/Right_Arrow.bmp	None	2	779	None	0	124	124	124		2	1	0.6711051050006063	go	0.25	0.779	1.7790000000000001	1	Scanner	R	1	2019_Sep_06_1045	SST	3.0.7	60.03689807657106		243.6948	1	1
